,Song Title,Song BPM,Song Duration,Genre
780,Wrist (Dj Rukus Intro Edit - Dirty),140.00,219,Hip Hop
781,Get Lit (Frizzo Remix),105.00,148,Trap
782,7 Years (Clean),120.00,237,Pop
783,Mama Said (Dj Rukus Intro Edit - Clean),84.00,205,Pop
784,Huntin Fishin and Lovin Every Day (Radio),77.00,277,Country
785,Kick The Dust Up (MMP Intro) (Clean),86.00,220,Country
786,Home Alone Tonight,81.00,187,Country
787,Ophelia (Clean),152.56,153,Indie
788,Patron and Percs (Dj Rukus Intro Edit - Clean),100.00,220,Hip Hop
789,Patron and Percs (Dj Rukus Intro Edit - Dirty),100.00,220,Hip Hop
790,Ante Up (Nikolas Degas Remix) (OG Intro Seg),100.00,195,Hip Hop
791,Alpha Omega (Clean),124.00,212,Hip Hop
792,Alpha Omega (Dirty),124.00,212,Hip Hop
793,Till I Die (Remix) (Intro) (Clean),109.97,420,Hip Hop
794,Till I Die (Remix) (Intro) (Dirty),109.97,420,Hip Hop
795,Dance Off (Intro) (Clean),121.00,209,Hip Hop
796,Dance Off (Dirty),121.00,227,Hip Hop
797,Downtown (Radio Edit),109.70,265,Pop
798,Uber Everywhere (Dj Rukus Intro Edit) (Dirty),140.00,171,Hip Hop
799,I Want (Clean),119.99,232,Hip Hop
800,I Want (Dirty),120.00,232,Hip Hop
801,Unapologetic Bitch,150.03,230,Pop
802,Bitch Im Madonna (Clean),75.00,226,Pop
803,Red Dress (Dj Rukus Intro Edit - Clean),136.00,247,Pop
804,Sunday Funday (MMP Intro) (Clean),94.00,245,Intros
805,Lay You Down Easy (Clean),90.00,160,Pop
806,Light It Up (Remix) (Quick Hit) (Clean),108.17,80,Pop
807,Boom (Dirty),100.00,184,Electronic
808,Powerful (Clean),130.00,206,Pop
809,Too Original (Clean),128.00,205,Electro
810,Too Original (Dirty),128.00,206,Electro
811,Light It Up (Intro) (Clean),90.00,246,Electro
812,Light It Up (Remix),108.02,166,Remix
813,Rocky Balboa (Intro Edit) (Clean),101.00,191,Twerk
814,Infinity (MMP Intro) (Clean),134.80,256,Intros
815,Forever (Clean),116.05,242,R&amp;B
816,Good Vibrations (DJSkillzMusic Acapella Intro),122.00,267,Pop
817,Feelings (Main),122.00,194,Pop
818,Sugar (Intro) (Acapella Outro),120.00,144,Acapellla
819,This Summers Gonna Hurt (Mmp Intro) (Clean),99.00,259,Intros
820,This Summers Gonna Hurt Like A Motherfucker (MMP Intro) (Dirty),99.00,259,Intros
821,Dont Look Down (Dj Vinyl Fingers Edit),128.02,247,Bootleg
822,Sexual Healing (Kygo Remix),101.00,368,Deep House
823,Monster (DJ Slick Intro) (Dirty),94.40,194,Hip Hop
824,Pray For Em (Introdirty),142.00,209,Hip Hop
825,All The Way Up (Clean),91.00,287,Hip Hop
826,All The Way Up (Dirty),91.00,287,Hip Hop
827,All Eyes On You (Clean),77.50,224,Hip Hop
828,All Eyes On You (Dirty),77.50,224,Hip Hop
829,RICO (MMP Intro V2) (Clean),112.00,204,Intros
830,RICO (MMP Intro V2) (Dirty),112.00,204,Intros
831,Problem (Introdirty),139.99,164,Hip Hop
832,Champagne Problems (Clean),110.00,222,Mainstream
833,Me Too (MMP Intro) (Clean),123.80,205,Pop
834,No (DJ Rukus MMP QuickHitter - Clean),94.00,126,Pop
835,Watch Me Do (Dj Rukus Intro Edit) (Clean),112.00,197,Pop
836,I Love Me (Dj Rukus QuickHitter) (Clean),97.00,108,Pop
837,The Purple Tape (Dirty),86.00,204,Hip Hop
838,Straight Gutta (Dirty),92.00,239,Hip Hop
839,Came From Nothing (Dirty),124.00,255,Hip Hop
840,Pipe It Up (Intro) (Dirty),129.99,221,Hip Hop
841,Too Much Jewelry (Clean),75.00,245,Hip Hop
842,Too Much Jewelry (Dirty),75.00,245,Hip Hop
843,Top Down On Da NAWF (MMP Intro Edit) (Clean),75.50,279,Hip Hop
844,Top Down On Da NAWF (MMP Intro Edit) (Dirty),75.50,279,Hip Hop
845,Danger (Clean),108.00,214,Hip Hop
846,I Took A Pill In Ibiza (SeeB Remix) (Dirty),102.00,197,House
847,These Days (Dj Rukus Intro Edit - Clean),130.00,251,Hip Hop
848,These Days (Dj Rukus Intro Edit - Dirty),130.00,251,Hip Hop
849,Smokin and Drinkin (Clean),79.00,228,Country
850,Pep Rally (Intro) (Clean),90.00,296,Intros
851,Pep Rally (Intro) (Dirty),89.98,296,Intros
852,WTF (Quick Hit) (Clean),119.98,86,Hip Hop
853,WTF (Where They From) (Clean),120.00,192,Hip Hop
854,WTF (Where They From) (Dirty),120.00,192,Hip Hop
855,Bad Girls (Clean),88.00,193,Pop
856,Ditmas (Radio Edit),144.00,218,Rock
857,Coming With You (DJ Slick Intro),120.00,265,R&amp;B
858,Hot in Here (M-Key Acap In),110.00,219,Hip Hop
859,Hot in Here (M-Key Acap In),110.00,185,Hip Hop
860,The Fix (Clean),95.50,173,Hip Hop
861,The Fix (Dirty),95.50,173,Hip Hop
862,Levels (Clean),102.00,167,Pop
863,Close,124.00,233,Pop
864,Satellite (Radio Edit),83.00,237,Rock
865,Staships (Short Edit) (Clean),125.00,126,Pop
866,The Night Is Still Young,128.00,227,Hip Hop
867,That's How You Know (Clean),104.00,186,Pop
868,Mo Money Mo Problems (Shoe Scene Remix),115.00,273,House
869,Cut It (feat. Young Dolph) - Explicit,130.00,222,Hip Hop
870,Cut It (feat. Young Dolph),130.00,222,Hip Hop
871,Cut It (Remix) (Part Two) (Clean),130.00,222,Hip Hop
872,Cut It (Remix) (Part Two) (Dirty),130.00,222,Hip Hop
873,Hula Hoop (MMP Intro) (Clean),122.00,214,Pop
874,Cheerleader (MMP Intro) (Clean),118.00,183,Intros
875,Perfect (MMP Intro) (Clean),100.00,254,Pop
876,Push It (Dirty Intro),85.36,202,Hip Hop
877,Rosa Parks (Mister Gray and Michael Methods Bootleg) (Dirty),105.00,217,Twerk
878,Verge (MMP Intro),128.00,228,Intros
879,Just Like Fire (From the Original Motion Picture Alice Through The Looking Glass),81.50,215,Pop
880,Light This Bitch Up (Dj Rukus Intro Edit) (Clean),96.00,240,Hip Hop
881,Light This Bitch Up (Dj Rukus Intro Edit) (Dirty),96.00,240,Hip Hop
882,Dont Threaten Me with a Good Time (Clean),91.88,213,Rock
883,Last Resort (DJ Stoggi Twerk Remix) (Clean),102.00,216,Remix
884,Come And See Me (Clean),85.00,235,Hip Hop
885,Come And See Me (Dirty),85.00,231,Hip Hop
886,Say Say Say 2015 (Remix),117.43,221,Pop
887,Freedom (Clean),130.09,161,Pop
888,Drugs (Dj Rukus Intro Edit) (Clean),130.00,192,Hip Hop
889,Drugs (Dj Rukus Intro Edit) (Dirty),130.00,192,Hip Hop
890,Do It Again (Radio Edit),96.01,205,Pop
891,Fuck With You (DJ Slick Intro) (Dirty),98.00,231,R&amp;B
892,El Taxi (Spanglish Remix w More English (Intro) (Clean),95.00,236,Pop
893,FREE.K (Main),124.00,229,Hip Hop
894,Fuego (Remix) (Quick Hit - Clean),134.97,92,Pop
895,Messin Around (Kronic and Mayeda Remix) (Clean),86.00,181,Pop
896,Hey Ma (Spanglish Version) (Intro),106.00,235,Pop
897,Fireball (MMP Intoxicated Mash),124.00,151,House
898,Drive You Crazy (MMP Intro) (Clean),127.99,242,Hip Hop
899,Often (Mr Worldwide Remix)(MMP Intro) (Clean),140.00,288,Hip Hop
900,Often (Mr Worldwide Remix)(MMP Intro) (Dirty),140.00,288,Hip Hop
901,Fun (Quick Edit),120.00,135,Pop
902,Messin' Around (Intro),158.00,291,Pop
903,Fun (Jump Smokers Remix),125.00,259,House
904,Fun (Wallem Brothers 808 Remix),105.00,228,Pop
905,Mami Mami,90.00,208,Latin
906,Give Me Everything (Julien Creance 2016 Remix),126.00,251,Remix
907,Tu Quiere Go Girl (DEFs Mash Up) Clean,109.99,111,Moombahton
908,Clean (DJ JAY MMP Intro),100.00,170,Intros
909,Go Flex (Dirty),82.00,180,Hip Hop
910,Go Flex (Super Clean),82.00,179,Hip Hop
911,Too Young (Dirty),123.00,237,Hip Hop
912,Too Young (Super Clean),123.00,236,Hip Hop
913,Where Are U White Iverson (Flosstradumus Edit) (Dj Rukus Intro Edit) (Clean),140.00,277,Trap
914,Where Are U White Iverson (Flosstradumus Edit) (Dj Rukus Intro Edit) (Dirty),140.00,277,Trap
915,Money Made Me Do It (Clean),83.00,221,Hip Hop
916,Money Made Me Do It (Dirty),83.00,221,Hip Hop
917,Monte (Dirty),114.00,227,Hip Hop
918,Stare,130.85,222,Pop
919,Finna Get Loose (MMP Intro) (Clean),107.00,188,Intros
920,Finna Get Loose (MMP Intro) (Dirty),107.00,188,Intros
921,Money Aint A Problem (MMP Intro) (Clean),92.00,221,Hip Hop
922,Money Aint A Problem (MMP Intro) (Dirty),92.00,221,Hip Hop
923,Untouchable (MMP Intro) (Clean),84.00,214,Hip Hop
924,Untouchable (MMP Intro) (Dirty),84.00,214,Hip Hop
925,Drug Dealers Anonymous (Clean),76.00,253,Hip Hop
926,Drug Dealers Anonymous (Dirty),76.00,253,Hip Hop
927,Drug Dealers Anonymous (Instrumental),76.00,255,Hip Hop
928,M.P.A. (Clean),84.41,285,Hip Hop
929,M.P.A. (Dirty),84.42,285,Hip Hop
930,Ice Tray (Dirty),130.00,213,Hip Hop
931,Locked Away,94.00,227,R&amp;B
932,Locked Away (Lil Wayne Remix) (Clean),94.00,248,Pop
933,Come Get Her (DJ Slick Intro) (Dirty),92.50,229,Intros
934,Look Alive (Clean),120.00,226,Hip Hop
935,Look Alive (Dirty),120.00,226,Hip Hop
936,Safe Sex Pay Checks (Intro) (Dirty),115.01,250,Intros
937,This Could Be Us (MMP Intro) (Clean),71.50,241,Intros
938,This Could Be Us (MMP Intro) (Dirty),71.50,241,Intros
939,Original Flex Zone (Mister Gray Edit) (Dirty),135.00,274,Trap
940,I Like the Sound of That (Radio),90.00,207,Country
941,Floatin (Dirty),151.00,249,Hip Hop
942,Bad Bitch Alert (Remix) (Dj Rukus Intro Edit - Dirty),91.00,284,Hip Hop
943,Lights Out (Party Rock Remix),128.00,243,House
944,Dark Necessities (Album Version),91.99,302,Alternative
945,Where the Sun Goes (Dj Glenn Limbaga MMP Intro Outro) (Clean),120.00,256,Intros
946,Imaginandote,100.00,225,Latin
947,Flex (OohOohOoh),82.00,177,Hip Hop
948,Bitch Better Have My Money (Acapella Outro),102.99,84,Acapella
949,Needed Me (Dj Rukus Intro Edit) (Clean),111.00,203,R&amp;B
950,Needed Me (Dj Rukus Intro Edit) (Dirty),111.00,203,R&amp;B
951,Work (MMP Intro) (Clean),92.00,229,R&amp;B
952,Work (MMP Intro) (Dirty),92.00,229,R&amp;B
953,Break It Off (DJ Jay MMP Intro),134.00,214,Intros
954,Back Together (Clean),118.00,221,R&amp;B
955,Lost Boy (Radio Edit),122.50,245,Pop
956,Gas Pedal (Dawson Shakedown Bootleg) (Intro) (Dirty),100.00,225,Intros
957,House Party (Clean),104.00,190,Country
958,Make You Miss Me (Radio),73.00,222,Country
959,League Of My Own (Clean),98.00,194,Hip Hop
960,Dope Dealer (Clean),82.00,222,Hip Hop
961,Dope Dealer (Dirty),82.00,222,Hip Hop
962,That Part (Clean),113.00,316,Hip Hop
963,That Part (Dirty),113.00,316,Hip Hop
964,Bust It Open (Clean),100.00,240,Hip Hop
965,Bust It Open (Dirty),100.00,240,Hip Hop
966,Ganja Man (MMP Intro) (Dirty),94.00,166,Reggae
967,Hands To Myself (MMP Intro) (Clean),111.04,231,Pop
968,Kill Em With Kindness,120.00,216,Pop
969,Same Old Love (Clean),98.00,228,Pop
970,Good For You (MMP Intro) (Clean),89.00,246,Intros
971,Go Fuck Yourself (Gfy) (Dirty),108.00,200,Pop
972,Stitches,149.99,206,Pop
973,Treat You Better (Radio Edit),166.00,187,Pop
974,Cut The Cord (Radio),89.00,221,Alternative
975,State of My Head (Clean),79.96,205,Alternative
976,Alive (MMP Intro) (Clean),100.00,302,House
977,Cheap Thrills (Radio Edit),90.00,211,Pop
978,Cheap Thrills (Sean Paul Remix),90.00,224,House
979,Watch Me (MMP Intro) (Clean),140.00,219,Intros
980,Back Up (MMP Intro) (Clean),100.00,269,Hip Hop
981,Back Up (MMP Intro) (Dirty),100.00,268,Hip Hop
982,Drop It Like Its Hot (Tim Gunter Remix) (Quick Hit - Clean),100.00,120,Twerk
983,So Many Pros (Clean),117.00,246,Hip Hop
984,So Many Pros,117.00,246,Hip Hop
985,Kush Ups (Clean),74.70,236,Hip Hop
986,Kush Ups (Dirty),74.70,236,Hip Hop
987,Boneless - Eddie Boy Birthday Break (Clean),128.00,258,Club
988,Boneless - Eddie Boy Birthday Break (Dirty),128.00,258,Club
989,Alors On Dance (DJ Freefall Edit),128.00,180,House
990,Chop Suey (Riot Ten x CYBRPNK MOSHSTEP Remix) (Audio1 Edit) (Clean),142.00,150,Trap
991,Make That Shit Work (MMP Intro) (Clean),96.00,219,Hip Hop
992,Make That Shit Work (MMP Intro) (Dirty),96.00,219,Hip Hop
993,Represent (Dirty),140.00,306,Hip Hop
994,Nasty Freestyle (Clean),135.00,142,Hip Hop
995,Nasty Freestyle (Dirty),135.00,142,Hip Hop
996,Broadcast Live (Clean),79.00,233,Hip Hop
997,Check Run It (Clean),130.00,236,Hip Hop
998,Check Run It (Dirty),130.00,237,Hip Hop
999,New Romantics,122.00,230,Pop
1000,Out of the Woods (Clean),92.00,233,Pop
1001,Wildest Dreams (Clean),140.00,210,Pop
1002,Wildest Dreams (R3Hab Remix) (Radio Edit),130.00,197,Remix
1003,Bad Blood (Clean),85.00,200,Pop
1004,Hood Go Crazy (PeteDown Transition 70-96) (Clean),95.79,268,Transitions
1005,Hood Go Crazy (PeteDown Transition 70-96) (Dirty),95.79,268,Transitions
1006,24 Hours (Dj Rukus High Come Down Remix) (Clean),100.00,240,Hip Hop
1007,24 Hours (Dj Rukus High Come Down Remix) (Dirty),100.00,240,Hip Hop
1008,Dont Let Me Down (Dj Hope Transition) (100-80 BPM) (Clean),80.00,239,Mainstream
1009,Roses (R-You Edit) (100 - 128),100.21,131,Transitions
1010,El Chapo (Dirty),126.71,159,Hip Hop
1011,Ryda (Intro) (Clean),106.00,298,Intros
1012,Ryda (MMP Intro) (Dirty),106.00,202,Intros
1013,Going Back To Cali (Dj Rukus Westcoast Break) (Dirty),95.08,124,Hip Hop
1014,In The Night (Clean Intro),112.00,278,R&amp;B
1015,The Hills (Extra Clean),113.00,242,R&amp;B
1016,Low Life (Dj Hope Hype Redrum) Clean,72.00,346,Hip Hop
1017,Acquainted (Dirty),106.00,348,R&amp;B
1018,Acquainted,106.00,245,R&amp;B
1019,I Cant Feel My Face (MMP Intro) (Clean),108.00,188,Intros
1020,Pray For Me (Dj Rukus Intro Edit) (Clean),100.50,229,Pop
1021,Pray For Me (Dj Rukus Intro Edit) (Dirty),100.54,229,Pop
1022,Low Life (Dj Hope Hype Redrum) Dirty,72.00,346,Hip Hop
1023,Die A Happy Man (Clean),83.00,225,Country
1024,T-Shirt (Clean),96.00,205,Country
1025,Vacation (Radio),137.00,221,Country
1026,Money Talk (Dirty),157.33,212,Hip Hop
1027,California (Radio Edit),115.97,206,Country
1028,Them Jeans (Clean),88.35,208,Hip Hop
1029,Them Jeans (Dirty),88.35,208,Hip Hop
1030,Them Jeans (Instrumental),88.35,205,Hip Hop
1031,Player (MMP Intro) (Clean),106.00,217,R&amp;B
1032,Player (MMP Intro) (Dirty),106.00,217,R&amp;B
1033,All Hands On Deck (Remix) (Clean),97.00,204,R&amp;B
1034,Hollow (Clean),126.00,210,Pop
1035,3500 (Wellman Remix) (Quick Hit Intro) (Dirty),140.00,117,Intros
1036,A Team (Dj Rukus Intro Edit) (Clean),128.00,210,Intros
1037,A Team (Dj Rukus Intro Edit) (Dirty),128.00,210,Intros
1038,Antidote (Intro) (Clean),131.14,366,Hip Hop
1039,Antidote (Intro) (Dirty),131.14,366,Hip Hop
1040,Piss On Your Grave (MMP Intro) (Dirty),119.03,163,Hip Hop
1041,3500 (MMP Intro) (Clean),124.00,429,Hip Hop
1042,3500 (MMP Intro) (Dirty),124.00,429,Hip Hop
1043,Wonderful (Dirty),73.00,216,Hip Hop
1044,Pick Up The Phone (Clean),137.00,252,Hip Hop
1045,Pick Up The Phone (Dirty),137.00,252,Hip Hop
1046,About You (Intro Edit) (Clean),102.00,209,R&amp;B
1047,About You (Intro Edit) (Dirty),102.00,209,R&amp;B
1048,Late Night (Dirty),147.00,305,R&amp;B
1049,Touchin Lovin Fuckin (Dawson Intro),99.98,252,Intros
1050,She Belong To The Game (MMP Intro) (Clean),94.00,275,Hip Hop
1051,She Belongs To The Game (Dirty),94.00,246,Hip Hop
1052,Ride (Clean),75.00,210,Pop
1053,Stressed Out (Clean),85.00,201,Alternative
1054,Deja Vu (Dj Rukus Intro Edit) (Clean),124.00,278,Hip Hop
1055,Deja Vu (Dj Rukus Intro Edit) (Dirty),124.00,278,Hip Hop
1056,Saved (MMP Intro) (Clean),103.00,205,Hip Hop
1057,Saved (MMP Intro) (Dirty),103.00,205,Hip Hop
1058,Blase (Syntrix Short Edit) (Dirty),128.00,135,Hip Hop
1059,Blase (MMP Intro) (Clean),128.00,255,Hip Hop
1060,Blase (MMP Intro) (Dirty),128.00,255,Hip Hop
1061,Wavy (Clean),105.00,184,Hip Hop
1062,Wavy (Dirty),105.00,185,Hip Hop
1063,Crash (Clean),104.00,211,Hip Hop
1064,Crash (Instrumental),104.00,208,Hip Hop
1065,No Limit (Clean),127.00,230,R&amp;B
1066,No Limit (Dirty),127.00,228,R&amp;B
1067,Chains (Dirty),133.98,215,Hip Hop
1068,No Limit (Dj Rukus Intro Edit - Clean),127.00,272,Hip Hop
1069,No Limit (Dj Rukus Intro Edit - Dirty),127.00,272,Hip Hop
1070,New Bae (Dj Rukus Intro Edit - Clean),105.00,320,Hip Hop
1071,New Bae (Dj Rukus Intro Edit - Dirty),105.00,320,Hip Hop
1072,U Mad (Clean),134.00,299,Hip Hop
1073,U Mad (Dirty),134.00,299,Hip Hop
1074,Workin (Clean),75.70,231,Hip Hop
1075,Workin (Dirty),75.00,233,Hip Hop
1076,Shut Up And Dance (Quick Edit),128.00,128,Pop
1077,Ass Drop (DJ Slick Intro) (Dirty),89.00,195,Hip Hop
1078,King Of Everything (MMP Intro) (Clean),145.00,238,Hip Hop
1079,King Of Everything (MMP Intro) (Dirty),72.50,238,Hip Hop
1080,See You Again (Super Clean Intro),80.00,261,Intros
1081,Pull Up (Dirty),133.00,207,Hip Hop
1082,Bake Sake (MMP Intro Edit) (Clean),140.00,260,Hip Hop
1083,You And Your Friends (Intro) (Acapella Outro),97.02,108,Hip Hop
1084,Renegades (Radio),90.00,194,Alternative
1085,American You (Radio Edit),83.00,213,Rock
1086,Why You Always Hatin (Clean),93.00,197,Hip Hop
1087,Why You Always Hatin (Dirty),93.00,197,Hip Hop
1088,Down In The Dm (MMP Intro) (Clean),76.50,213,Hip Hop
1089,Down In The DM (MMP Intro) (Dirty),153.00,213,Hip Hop
1090,Law (MMP Intro) (Clean),145.00,291,Hip Hop
1091,Law (MMP Intro) (Dirty),145.00,304,Hip Hop
1092,Rihanna (MMP Intro) (Clean),131.98,258,Intros
1093,Rihanna (MMP Intro) (Dirty),131.98,258,Intros
1094,Best Friend (Intro) (Clean),127.00,363,Hip Hop
1095,Best Friend (Intro) (Dirty),127.00,363,Hip Hop
1096,Check (Clean),111.00,227,Hip Hop
1097,Check (Dirty),111.00,227,Hip Hop
1098,Pillowtalk (Clean),125.00,203,R&amp;B
1099,Pillowtalk (Main),125.00,203,R&amp;B
1100,Candyman,150.00,178,Club
1101,Starving (Clean),100.00,182,Pop
1102,Starving (Dirty),100.00,181,Pop
1103,Beautiful Now (Clean),128.00,216,Electronica
1104,I Want You To Know (Acapella Intro) (Short Edit),130.00,133,House
1105,Get Low (PeteDown Edit Clean),128.00,240,Remix
1106,Love Lies (Clean),72.00,199,Pop
1107,Love Lies (Dirty),72.00,199,Pop
1108,44 More (Clean),140.00,187,Hip Hop
1109,44 More (Dirty),140.00,187,Hip Hop
1110,Feel It Still (Flatbush Zombies Remix) (Clean),79.00,206,Hip Hop
1111,Psycho (Clean),140.00,218,Hip Hop
1112,Psycho (Dirty),140.00,218,Hip Hop
1113,Sensualidad (Dj XXplosive Redrum) (Clean),90.00,248,Latin
1114,Cancion Del Mariachi (Sambodi Intro),96.00,133,Latin
1115,La Vida Es Un Carnaval (Dj Inko Remix) (Main) (Clean),108.00,226,Latin
1116,La Vida Es Un Carnaval (Dj Inko Remix) (Main) (Clean),108.00,226,Latin
1117,Bailar (Remix) (Clean),128.00,159,Electro
1118,Suavemente (Intro),124.17,391,Latin
1119,La Camisa Negra (Mix Show Intro),98.00,205,Latin
1120,Despacito (Clean),89.00,227,Pop
1121,La Vaca (Beazie Beats Clap Intro Edit),170.00,273,Latin
1122,Siguelo Bailando (Dj XXplosive Intro),98.00,235,Latin
1123,La Modelo (Dj XXplosive Redrum),100.00,259,Latin
1124,Por Favor (Dj XXplosive Hype Intro),98.00,225,Latin
1125,Todo Comienza en la Disco (Dj XXplosive Intro),92.00,294,Latin
1126,My Adidas (Intro),142.50,187,Hip Hop
1127,djTLMtv Freestyle Scratching beat,95.00,146,
1128,Louder - Thai Chi (mastered instrumental),94.00,165,Instrumental
1129,My Adidas flip,94.77,422,
1130,GUMMO (Remix) (Dirty),78.50,204,Hip Hop
1131,Booty (Remix) (Dj Rukus Intro Edit) (Clean),72.00,320,Hip Hop
1132,Booty (Remix) (Dj Rukus Intro Edit) (Dirty),72.00,320,Hip Hop
1133,X (Clean),131.00,267,Hip Hop
1134,X (Dirty),131.00,267,Hip Hop
1135,Merengue (Dj Rukus Intro Edit) (Clean),113.00,212,Pop
1136,Merengue (Dj Rukus Intro Edit) (Dirty),113.00,212,Pop
1137,Overnight (Dj Rukus Intro Edit) (Clean),75.00,233,Hip Hop
1138,Overnight (Dj Rukus Intro Edit) (Dirty),75.00,233,Hip Hop
1139,Friends (Clean),95.00,202,Pop
1140,Friends (Dirty),95.00,202,Pop
1141,Crown the Kings (Clean),71.50,229,Hip Hop
1142,Crown the Kings (Dirty),71.50,229,Hip Hop
1143,Work Hard (Dj Rukus Intro Edit) (Clean),148.00,343,Hip Hop
1144,Work Hard (Dj Rukus Intro Edit) (Dirty),74.00,343,Hip Hop
1145,Hypnotize (Club Breakerz Jersey Club Hitter) (Dirty),133.99,137,Blends/Mash-ups
1146,Faithful (Clean),94.00,238,Pop
1147,Faithful (Dirty),94.00,238,Pop
1148,Selfish (Dj Rukus Intro Edit) (Clean),104.00,203,Hip Hop
1149,Dubai Drip (MMP Hype Intro Drum Refix),101.58,189,Hip Hop
1150,Cold (Clean),133.00,267,Hip Hop
1151,Take (Dirty),88.00,259,R&amp;B
1152,Bartier Cardi (T-Mix) (Dirty),138.01,278,Hip Hop
1153,4 Days (Dj Rukus Intro Edit) (Clean),98.00,215,Hip Hop
1154,4 Days (Dj Rukus Intro Edit) (Dirty),98.00,215,Hip Hop
1155,All The Stars (Mr. ColliPark Twerk Mix),97.00,237,Twerk
1156,Alone (Remix) (Clean),100.00,213,Pop
1157,Alone (Remix) (Dirty),100.00,213,Pop
1158,Bartier Cardi (T-Mix) (Dirty),138.01,278,Hip Hop
1159,Done For Me (Clean),112.00,175,Pop
1160,Good Life (Club Breakerz Edit) (Dirty),90.00,249,Blends/Mash-ups
1161,Gucci Gang (English Remix) (Dirty),120.00,260,Hip Hop
1162,Havana (NAMTO x KEZA Remix) (Extended) (Clean),110.00,230,Moombahton
1163,I Want It That Way (Club Breakerz Edit) (Clean),130.00,235,Blends/Mash-ups
1164,Lemon (Clean),95.00,223,Hip Hop
1165,Lemon (Club Breakerz Edit) (Clean),95.00,275,Hip Hop
1166,Lemon (Dirty),95.00,223,Hip Hop
1167,Mad Love (PeteDown Moomba Mix) (Clean),102.00,218,Reggae
1168,Meant To Be (Mr. Collipark Remix) (Clean),109.00,224,Pop
1169,Psycho (Dj Rukus Intro Edit) (Clean),140.00,246,Hip Hop
1170,Psycho (Dj Rukus Intro Edit) (Dirty),140.00,246,Hip Hop
1171,Sick Boy (Clean),90.00,192,Pop
1172,Sick Boy (Club Breakerz Festival Hit) (Clean),127.81,172,Blends/Mash-ups
1173,Sky Walker (Spanish Version) (Dj Rukus Intro Edit) (Clean),73.00,223,R&amp;B
1174,Take (Clean),88.00,259,R&amp;B
1175,Take (Dirty),88.00,259,R&amp;B
1176,NOISE,0.00,5,
1177,SINEWAVE,0.00,5,
1178,SIREN,0.00,7,
1179,HORN,0.00,7,
